1,150,0.043869,1,1.2533
0.01,0.001,0.52532,1,1.8337
0.01,0.01,0.52418,1,1.8329
0.01,0.1,0.52664,1,1.8351
0.01,1,1.0206,1,2.3429
0.01,10,1713.6,1,59.889
0.01,50,43158,1,537.09
0.01,100,2.1649e+15,1,1.6241e+08
0.01,150,NaN,NaN,NaN
0.1,0.001,0.11052,1,1.459
0.1,0.01,0.11043,1,1.4589
0.1,0.1,0.11043,1,1.4588
0.1,1,0.11032,1,1.4594
0.1,10,0.12687,1,1.5342
0.1,50,0.92414,1,2.3211
0.1,100,2.1475,1,3.1754
0.1,150,2.8747,1,3.5937
1,0.001,0.035059,1,1.1907
1,0.01,0.035058,1,1.1907
1,0.1,0.035058,1,1.1907
1,1,0.03506,1,1.1907
1,10,0.035395,1,1.1911
1,50,0.038472,1,1.2089
1,100,0.041245,1,1.2331
1,150,0.043869,1,1.2533
10,0.001,0.036181,1,1.1842
10,0.01,0.036181,1,1.1842
10,0.1,0.036181,1,1.1842
10,1,0.036182,1,1.1842
10,10,0.036204,1,1.1843
10,50,0.036355,1,1.1848
10,100,0.036387,1,1.1852
10,150,0.036318,1,1.1854
100,0.001,0.036232,1,1.1833
100,0.01,0.036232,1,1.1833
100,0.1,0.036232,1,1.1833
100,1,0.036232,1,1.1833
100,10,0.03623,1,1.1833
100,50,0.036197,1,1.1832
100,100,0.036143,1,1.1831
100,150,0.036101,1,1.183
1000,0.001,0.036259,1,1.1832
1000,0.01,0.036259,1,1.1832
1000,0.1,0.036259,1,1.1832
1000,1,0.036259,1,1.1832
1000,10,0.036259,1,1.1832
1000,50,0.036256,1,1.1832
1000,100,0.03625,1,1.1832
1000,150,0.036246,1,1.1832
1000,0.001,0.036259,1,1.1832
1000,0.01,0.036259,1,1.1832
1000,0.1,0.036259,1,1.1832
1000,1,0.036259,1,1.1832
1000,10,0.036259,1,1.1832
1000,50,0.036256,1,1.1832
1000,100,0.03625,1,1.1832
1000,150,0.036246,1,1.1832
100,150,0.30511,0.6125,1.4832
0.01,0.01,1.7996,0.34001,0.95327
0.01,0.1,1.8053,0.33954,0.95255
0.01,1,2.7241,0.24804,0.84538
0.01,10,5.2411,0.044905,0.57825
0.01,50,6.2127,0.00035996,0.10523
0.01,100,6.2389,0.00030437,0.065734
0.01,150,6.2449,0.00030293,0.056873
0.1,0.01,1.0762,0.42426,1.2044
0.1,0.1,1.0762,0.42427,1.2044
0.1,1,1.0783,0.42405,1.2042
0.1,10,1.2259,0.40546,1.1897
0.1,50,2.5935,0.24704,1.0315
0.1,100,3.7674,0.13948,0.84766
0.1,150,4.161,0.10904,0.75151
1,0.01,0.35583,0.59242,1.4433
1,0.1,0.35583,0.59242,1.4433
1,1,0.35585,0.59241,1.4433
1,10,0.35805,0.59164,1.4423
1,50,0.38897,0.58106,1.4281
1,100,0.45197,0.56218,1.3985
1,150,0.51995,0.54691,1.3685
10,0.01,0.30874,0.61068,1.4798
10,0.1,0.30874,0.61068,1.4798
10,1,0.30874,0.61068,1.4798
10,10,0.3089,0.61064,1.4797
10,50,0.31106,0.60977,1.4783
10,100,0.31535,0.60813,1.4752
10,150,0.31977,0.60628,1.4717
100,0.01,0.30395,0.61296,1.4841
100,0.1,0.30395,0.61296,1.4841
100,1,0.30395,0.61296,1.4841
100,10,0.30397,0.61296,1.4841
100,50,0.30421,0.61286,1.4839
100,100,0.30466,0.61268,1.4836
100,150,0.30511,0.6125,1.4832
1000,0.01,0.3034,0.61317,1.4846
1000,0.1,0.3034,0.61317,1.4846
1000,1,0.3034,0.61317,1.4846
1000,10,0.3034,0.61317,1.4846
1000,50,0.30343,0.61316,1.4846
1000,100,0.30348,0.61314,1.4845
1000,150,0.30353,0.61312,1.4845
1000,0.01,0.3034,0.61317,1.4846
1000,0.1,0.3034,0.61317,1.4846
1000,1,0.3034,0.61317,1.4846
1000,10,0.3034,0.61317,1.4846
1000,50,0.30343,0.61316,1.4846
1000,100,0.30348,0.61314,1.4845
1000,150,0.30353,0.61312,1.4845
100,0.01,0.022639,0.94348,1.1189 - start from next line
0.01,0.01,1.6413,0.37531,0.78675
0.01,0.1,1.6477,0.37398,0.78597
0.01,1,2.2081,0.28853,0.73251
0.01,10,5.641,0.0055845,0.55304
0.01,50,6.3424,0,0.15274
0.01,100,6.3724,0,0.077033
0.01,150,6.3781,0,0.073759
0.1,0.01,0.62352,0.5979,0.95057
0.1,0.1,0.62351,0.5979,0.95057
0.1,1,0.62503,0.59719,0.94955
0.1,10,0.72651,0.56561,0.92648
0.1,50,2.2262,0.28158,0.85615
0.1,100,3.5931,0.15631,0.78792
0.1,150,4.01,0.12464,0.71447
1,0.01,0.032574,0.90975,1.0873
1,0.1,0.032574,0.90975,1.0873
1,1,0.032579,0.90974,1.0873
1,10,0.033107,0.90855,1.0866
1,50,0.044632,0.89438,1.072
1,100,0.076624,0.85777,1.053
1,150,0.12118,0.81915,1.0388
10,0.01,0.022748,0.93975,1.1154
10,0.1,0.022748,0.93975,1.1154
10,1,0.022748,0.93975,1.1154
10,10,0.022752,0.93968,1.1154
10,50,0.022854,0.93826,1.1141
10,100,0.023151,0.93601,1.1114
10,150,0.0236,0.93406,1.1086
100,0.01,0.022639,0.94348,1.1189
100,0.1,0.022639,0.94348,1.1189
100,1,0.022639,0.94348,1.1189
100,10,0.022639,0.94347,1.1189
100,50,0.02264,0.94344,1.1187
100,100,0.022642,0.94338,1.1184
100,150,0.022646,0.94313,1.1181
1000,0.01,0.022639,0.9439,1.1193
1000,0.1,0.022639,0.9439,1.1193
1000,1,0.022639,0.9439,1.1193
1000,10,0.022639,0.94389,1.1193
1000,50,0.022639,0.94388,1.1193
1000,100,0.022639,0.94383,1.1192
1000,150,0.022639,0.94379,1.1192
1000,0.01,0.022639,0.9439,1.1193
1000,0.1,0.022639,0.9439,1.1193
1000,1,0.022639,0.9439,1.1193
1000,10,0.022639,0.94389,1.1193
1000,50,0.022639,0.94388,1.1193
1000,100,0.022639,0.94383,1.1192
1000,150,0.022639,0.94379,1.1192
0.01,0.01,6.4148,0,0
0.01,0.1,6.4148,0,0
0.01,1,6.4148,0,0
0.01,10,6.4148,0,0
0.01,50,6.4148,0,0
0.01,100,6.4148,0,0
0.01,150,6.4148,0,0
0.1,0.01,6.4148,0,0
0.1,0.1,6.4148,0,0
0.1,1,6.4148,0,0
0.1,10,6.4148,0,0
0.1,50,6.4148,0,0
0.1,100,6.4148,0,0
0.1,150,6.4148,0,0
1,0.01,6.4148,0,0
1,0.1,6.4148,0,0
1,1,6.4148,0,0
1,10,6.4148,0,0
1,50,6.4148,0,0
1,100,6.4148,0,0
1,150,6.4148,0,0
10,0.01,6.4148,0,0
10,0.1,6.4148,0,0
10,1,6.4148,0,0
10,10,6.4148,0,0
10,50,6.4148,0,0
10,100,6.4148,0,0
10,150,6.4148,0,0
100,0.01,6.4148,0,0
100,0.1,6.4148,0,0
100,1,6.4148,0,0
100,10,6.4148,0,0
100,50,6.4148,0,0
100,100,6.4148,0,0
100,150,6.4148,0,0
1000,0.01,6.4148,0,0
1000,0.1,6.4148,0,0
1000,1,6.4148,0,0
1000,10,6.4148,0,0
1000,50,6.4148,0,0
1000,100,6.4148,0,0
1000,150,6.4148,0,0
1000,0.01,6.4148,0,0
1000,0.1,6.4148,0,0
1000,1,6.4148,0,0
100,0.01,6.4148,0,0
100,0.01,0.022639,0.94348,1.1189
100,0.01,1.9916,1,2.2419
100,0.01,0.12673,1,1.3506
100,0.01,0.079461,1,1.31
100,0.01,0.051044,1,1.2423
100,0.01,0.043682,1,1.2345
100,0.01,0.036248,1,1.1844
100,0.01,0.035351,1,1.1824
